cell-line	canonical_name	resource	Amelogenin	CSF1PO	D13S317	D16S539	D18S51	D19S433	D21S11	D2S1338	D3S1358	D5S818	D7S820	D8S1179	FGA	Penta	TH01	TPOX	vWA
Kasumi-4	Kasumi-4	ATCC:CRL-2726	X	"10,12"	"10,12"	"9,13"	0	0	0	0	0	"11,12"	"8,10"	0	0	0	"8,9"	"8,11"	"16,18"
																			
SNG-II	SNG-II	JCRB:IFO50312	X	"11,14"	"9,12"	"12,13"	0	0	0	0	0	"6,12"	"9,13"	0	0	0	9	11	"15,16,17"
																			
LN-405	LN-405	DSM:ACC-189	X	"10,11"	8	10	0	0	0	0	0	"11,12"	"9,11"	0	0	0	"8,9.3"	"8,11"	"15,16"
																			
SF126	SF126	JCRB:IFO50286	X	12	11	"9,12"	0	0	0	0	0	11	"8,10"	0	0	0	"6,7"	"8,11"	"14,17"
																			
KMOE-2	KMOE-2	DSM:ACC-37	X	"9,12"	"8,11"	"9,11"	0	0	0	0	0	"8,10"	10	0	0	0	"6,9"	9	"14,17"
																			
Hs 588.T	Hs 588.T	ATCC:CRL-7850	X	"10,11"	12	"11,13"	0	0	0	0	0	12	9	0	0	0	"6,9"	8	"17,20"
																			
HS-SY-II	HS-SY-II	RCB:2231	"X,Y"	"11,12"	10	9	0	0	0	0	0	"10,12"	"10,12"	0	0	0	8	"8,12"	"17,18"
																			
OMC-1	OMC-1	RCB:0753	X	"10,13"	"8,12"	"11,12"	0	0	0	0	0	"10,11"	"11,12"	0	0	0	6	11	"16,17"
																			
Flow3000	Flow3000	JCRB:0068	X	"9,11"	12	"10,12"	0	0	0	0	0	"9,13"	"9,12"	0	0	0	8	"8,11"	"15,17"
																			
OV7	OV7	GNE:586371	X	"12,13"	"8,11"	13	"12,14"	0	"30,31.2"	0	16	"11,12"	"9,11"	"10,14"	23	E	"7,9.3"	"8,10"	15
																			
COLO-720L	COLO 720L	DSM:ACC-206	X	"11,13"	"8,11"	11	0	0	0	0	0	"10,11"	10	0	0	0	9	11	14
																			
NCC-RbC-59	NCC-RbC-59	JCRB:1186	X	12	8	"9,11"	0	0	0	0	0	13	"10,12"	0	0	0	6	"8,9"	"14,18"
																			
MM485	0	0	"X,Y"	"11,12"	"11,13"	11	"13,17"	"12,14"	30	"17,20"	14	"11,12"	12	"11,13"	"21,23"	0	8	"9,10"	"16,17"
																			
HCC880	HCC880	GNE:587086	X	"10,13"	"8,13"	"10,12"	14	"14,15"	29	"17,20"	15	13	"10,12"	10	"20,23"	E	"7,8"	"11,12"	15
																			
DAKIKI Clone 1	DAKIKI	ATCC:TIB-206	X	"11,12"	12	11	0	0	0	0	0	"12,13"	"8,12"	0	0	0	7	"9,10"	"18,20"
																			
EOL-1	EOL-1	GNE:586275	"X,Y"	"7,10"	"12,13"	"8,10"	"12,14"	0	29	0	"16,17"	11	"10,13"	13	24	E	9.3	8	"16,17"
																			
NCE16	NCE16	JCRB:0140	X	"11,13"	"11,13"	11	0	0	0	0	0	"11,12"	"11,12"	0	0	0	"7,9.3"	11	16
																			
HSG	HeLa	JCRB:CHB0004	X	9	"12,13.3"	"9,10"	0	0	0	0	0	11	"8,12"	0	0	0	7	"8,12"	"16,18,19"
																			
NZM40	0	0	X	9	11	11	"17,18"	"11,13"	"27,34.2"	20	"17,18"	"12,13"	"8,10"	14	"23,24"	0	"8,9.3"	8	"17,18"
																			
AT-PDH1TKB	AT-PDH1TKB	RCB:0546	"X,Y"	"11,12"	"8,12"	"9,12"	0	0	0	0	0	"11,12"	"8,12"	0	0	0	"6,7"	8	"16,17"
																			
CCD-1074Sk	CCD-1074Sk	ATCC:CRL-2090	X	"11,12"	9	11	0	0	0	0	0	"10,11"	"10,11"	0	0	0	"9,9.3"	8	"16,17"
																			
TE-6	TE-6	RCB:1950	X	"10,12"	9	"9,10"	0	0	0	0	0	"10,13"	12	0	0	0	"6,7"	12	"17,19"
																			
KU-SN	KU-SN	RCB:1317	X	"11,13"	"8,13"	9	0	0	0	0	0	"9,11"	11	0	0	0	9	8	"14,16"
																			
LMSU	LMSU	RCB:1062	X	12	12	10	0	0	0	0	0	"11,12"	11	0	0	0	"6,7"	9	16
																			
RH-1	RH-1	DSM:ACC-493	"X,Y"	11	10	13	0	0	0	0	0	11	"8,12"	0	0	0	9.3	8	17
																			
HCC1187	HCC1187	GNE:131821	X	13	11	10	17	0	"29,30"	0	15	12	"8,11"	11	23	E	6	8	19
																			
COV504	COV504	GNE:586058	X	"12,13"	"9,11"	"9,11"	13	0	29	0	16	11	"10,12"	"12,13"	22	E	"6,7"	"8,9"	"17,18"
																			
COLO 829BL	COLO 829BL	ATCC:CRL-1980	"X,Y"	"11,13"	"11,12"	"11,13"	0	0	0	0	0	"11,12"	"8,10"	0	0	0	10	"8,11"	"17,19"
																			
C 211	C 211	ATCC:CCL-123	"X,Y"	"11,12"	"12,13"	"9,11"	0	0	0	0	0	"9,12"	"10,11"	0	0	0	9.3	8	16
																			
MFH-ino	MFH-ino	RCB:0749	X	10	11	11	0	0	0	0	0	12	"9,11"	0	0	0	"7,9"	"8,11"	"16,19"
																			
Hs 706.Sk	Hs 706.Sk	ATCC:CRL-7446	X	"12,13"	"8,13"	13	0	0	0	0	0	"11,12"	"9,10"	0	0	0	"8,9"	"8,10"	"16,18"
																			
Dch1	0	JCRB:3002	"X,Y"	"10,12"	"11,13"	"9,13"	0	0	0	0	0	"12,13"	"10,12"	0	0	0	"6,9"	"8,11"	"17,18"
																			
Hs 5.T	Hs 5.T	ATCC:CRL-7822	X	"9,11"	11	"9,11"	0	0	0	0	0	"11,12"	"10,12"	0	0	0	"6,9.3"	8	"16,18"
																			
NCI-BL2141	NCI-BL2141	ATCC:CRL-5955	"X,Y"	11	"9,14"	"8,12"	0	0	0	0	0	12	"10,12"	0	0	0	"6,8"	"8,9"	19
																			
TE 441.T	TE 441.T	ATCC:CRL-7767	X	12	12	"11,12"	0	0	0	0	0	"10,12"	10	0	0	0	"7,9"	"7,8"	"15,16"
																			
KNS-60	KNS-60	GNE:586911	X	12	8	"10,11"	15	13	29	25	"16,18"	11	9	14	18	E	7	9	"15,19"
																			
HSC-3	HSC-3	JCRB:0623	"X,Y"	11	12	9	0	0	0	0	0	"11,13"	13	0	0	0	"6,9.3"	8	"14,17"
																			
EGI-1	EGI-1	DSM:ACC-385	"X,Y"	"12,13"	11	"12,13"	0	0	0	0	0	13	"9,13"	0	0	0	"6,9"	"8,11"	"17,19"
																			
RKO	RKO	ATCC:CRL-2577	X	"8,10"	"8,11"	"12,13"	"11,12"	0	"27,30"	0	"16,19"	"11,13,14"	"8,10"	"9,13,14"	"20,21,22,23"	E	"6,10"	11	"15,16,17,22"
																			
SKM-1	SKM-1	JCRB:0118	X	"10,12"	"11,13"	"9,11"	"14,15"	0	"31.2,32.2"	0	18	"10,12"	"10,11"	"11,13"	"22,23"	E	"7,9"	"8,11"	18
																			
UC704	UC704	JCRB:1224	"X,Y"	"9,12"	"10,12"	"9,11"	0	0	0	0	0	"8,13"	"8,11"	0	0	0	7	"9,11"	"14,16"
																			
RO	RO	DSM:ACC-452	"X,Y"	"10,12"	"11,12"	"10,12"	0	0	0	0	0	"12,13"	"11,12"	0	0	0	"7,8"	"8,10"	"17,18"
																			
OCUM-1	OCUM-1	JCRB:0192	X	"10,12"	"10,11"	11	"12,13"	0	30	0	17	"9,10"	12	"11,12"	"19,23"	E	9	"8,11"	"14,16,17"
																			
Malme-3M	Malme-3M	GNE:131185	X	"10,12"	11	"10,12"	"15,18"	0	"28,31"	0	"14,15"	"11,13"	"9,11"	"11,13"	22	E	"7,9.3"	"9,11"	"14,17"
																			
U266B1	U266B1	GNE:586537	"X,Y"	"12,13"	12	10	"12,14"	0	"28,29"	0	17	"11,12"	"11,12"	13	18	E	"5,7"	8	17
																			
Hs 51.T	0	ATCC:CRL-7030	"X,Y"	12	11	13	0	0	0	0	0	"10,12"	"8,13"	0	0	0	6	8	"15,16"
																			
HEC-1-A-OZA5	HEC-1	0	X	"10,13"	"11,12,15"	"12,13"	0	0	0	0	0	"11,12,16"	"9,11"	0	0	0	"6,7"	"8,11"	"19,24"
																			
NCI-BL1514	NCI-BL1514	ATCC:CRL-5952	X	"10,12"	"8,9"	"11,13"	0	0	0	0	0	"11,12"	"9,11"	0	0	0	8	11	17
																			
Hs 295.Sk	Hs 295.Sk	ATCC:CRL-7232	X	"9,10"	12	"11,12"	0	0	0	0	0	12	10	0	0	0	8	"8,9"	"18,19"
																			
277-LCL	277-LCL	RCB:2283	"X,Y"	"12,13"	"9,11"	"10,11"	0	0	0	0	0	"10,11"	10	0	0	0	"8,9"	"9,11"	"14,18"
																			
LK-2	LK-2	JCRB:0829	X	9	8	9	0	0	0	0	0	12	8	0	0	0	6	9	"16,17"
																			
NCI-H1341	NCI-H1341	ATCC:CRL-5864	X	10	"12,13"	11	0	0	0	0	0	13	9	0	0	0	"6,9.3"	11	"16,17"
																			
JHOC-8	JHOC-8	RCB:1723	X	14	8	9	0	0	0	0	0	11	"8,11"	0	0	0	"7,9"	"8,9"	"14,17"
																			
CCD-1099Sk	CCD-1099Sk	ATCC:CRL-2201	"X,Y"	"10,13"	"12,13"	"10,14"	0	0	0	0	0	"9,13"	"9,10"	0	0	0	9.3	"8,11"	18
																			
HCC461	HCC461	GNE:586720	"X,Y"	"10,12"	"10,11"	"11,12"	"12,14"	0	30	0	"15,18"	"10,13"	"9,11"	"13,14"	"21,22"	E	"7,9"	8	"16,17"
																			
WS1TKB	WS1TKB	RCB:0409	"X,Y"	12	"8,9"	"9,12"	0	0	0	0	0	11	11	0	0	0	"9,10"	"8,11"	"16,18"
																			
T3M-1 Clone2	T3M-1	RCB:1015	X	"10,12"	11	"9,12"	0	0	0	0	0	"10,13"	"12,13"	0	0	0	"7,9"	11	"16,18"
																			
Hs 14.T	Hs 14.T	ATCC:CRL-7823	X	"10,12"	"10,11"	"9,12"	0	0	0	0	0	"11,12"	"9,10"	0	0	0	9.3	"8,11"	"16,18"
																			
NCI-H460	NCI-H460	GNE:129455	"X,Y"	"11,12"	13	9	"13,15"	0	30	0	"15,18"	"9,10"	"9,12"	12	"21,23"	E	9.3	8	17
																			
SV-HUC-1	SV-HUC-1	ATCC:CRL-9520	"X,Y"	"10,11"	"12,13"	11	0	0	0	0	0	"12,14"	"10,11"	0	0	0	"9,9.3"	"8,10"	14
																			
RERF-GC-1B	RERF-GC-1B	GNE:586049	X	"12,13"	12	11	13	0	"29,30"	0	"15,16"	"10,12"	"10,13"	"15,17"	22	E	9	11	"14,18"
																			
CRO-AP5	CRO-AP5	DSM:ACC-215	X	12	"11,13"	11	0	0	0	0	0	"12,13"	"10,12"	0	0	0	"6,7"	"8,11"	16
																			
CCD-14Br	CCD-14Br	ATCC:CCL-203	X	"11,12"	"8,11"	"10,12"	0	0	0	0	0	"11,12"	"10,12"	0	0	0	"7,8"	"8,11"	17
																			
KYSE220	KYSE-220	JCRB:1086	X	10	"8,9"	11	0	0	0	0	0	11	12	0	0	0	9	11	18
																			
BUD-8	BUD-8	ATCC:CRL-1554	X	"10,11"	"11,12"	"11,12"	0	0	0	0	0	"10,12"	"8,10"	0	0	0	9	11	"16,17"
																			
AT1OS	AT1OS	JCRB:0308	"X,Y"	"10,12"	9	"9,12"	0	0	0	0	0	10	"11,12"	0	0	0	9	"10,11"	"17,18"
																			
Hs 766T	Hs 766T	GNE:584735	X	12	"8,11"	"9,11,12"	13	0	28	0	16	11	10	"12,14"	"19,20"	E	"6,9.3"	8	18
																			
GI-ME-N	GI-ME-N	DSM:ACC-654	X	"11,12"	"8,12"	"9,12"	0	0	0	0	0	12	"10,11"	0	0	0	"6,7"	11	"16,19"
																			
no.11	no.11	0	X	"10,12"	8	11	0	0	0	0	0	"10,11"	11	0	0	0	8	8	"14,17"
																			
SK-MEL-5	SK-MEL-5	ATCC:HTB-70	X	"10,13"	"10,12"	"10,12"	0	0	0	0	0	"11,13"	"9,12"	0	0	0	"6,9"	11	"14,18"
																			
COLO 741	COLO 741	GNE:583699	X	11	"9,11"	12	13	0	"29,32.2"	0	17	13	12	16	21	E	"7,9"	"8,11"	"17,18"
																			
SCC-3	SCC-3	JCRB:0115	X	12	8	"11,12"	"13,18"	0	31	0	15	9	"11,12"	11	19	E	9	"9,11"	"16,17"
																			
19	0	ATCC:CRL-2721	X	11	11	11	0	0	0	0	0	"9,13"	"8,11"	0	0	0	"6,7"	"8,9"	17
																			
LIM 2550	0	0	"X,Y"	12	"12,15"	"9,14"	"13,14"	"11,14"	"29,31.2"	"17,23"	"15,18"	"12,13"	"9,10"	"14,15"	"21,22"	0	"8,9"	8	"14,19"
																			
BD-215	BD-215	DSM:ACC-398	"X,Y"	"10,11"	11	"9,13"	0	0	0	0	0	"12,13"	"7,12"	0	0	0	"8,9"	"10,11"	18
																			
NCI-H322	NCI-H322	ATCC:CRL-5806	"X,Y"	12	12	"11,12"	0	0	0	0	0	11	11	0	0	0	7	8	17
																			
TUHR14TKB	TUHR14TKB	RCB:1383	"X,Y"	"10,12"	12	10	0	0	0	0	0	"11,12"	"10,13"	0	0	0	9	8	"14,17"
																			
Lu-141	Lu-141	RCB:1772	X	11	0	9	0	0	0	0	0	"11,12"	11	0	0	0	9	8	"14,16"
																			
D283 MED	D283 Med	ATCC:HTB-185	"X,Y"	"9,12"	"8,10"	11	0	0	0	0	0	11	10	0	0	0	7	"8,11"	"16,18"
																			
MFE-319	MFE-319	DSM:ACC-423	X	"10,14"	13	"9,11"	0	0	0	0	0	"11,12"	"8.1,12,8"	0	0	0	"8,9.3"	"8,11"	"18,20,19"
																			
HCS-2	HCS-2	GNE:586923	X	10	11	"9,10"	"13,14"	"12,13"	31.2	24	"16,18"	"11,12"	"10,12"	"13,14"	"23,24"	E	6	"9,11"	18
																			
NMFH-1	NMFH-1	RCB:2346	"X,Y"	"13,14"	"8,11"	12	0	0	0	0	0	"10,12"	11	0	0	0	9	"8,10"	"14,18"
																			
DOV 13	DOV 13	GNE:131183	X	"8,10"	11	"10,13"	"12,16"	0	"32.2,33.2"	0	"14,16"	11	10	14	"21,24"	E	"6,9.3"	"6,8"	19
																			
COV362.4	COV362	GNE:586065	X	"11,12"	14	11	13	14	"31,32.2"	"24,25"	"16,18"	"12,13"	"10,14"	11	24	E	9.3	11	"15,18"
																			
Panc 04.03	Panc 04.03	GNE:586228	X	12	"11,12"	"11,12"	16	0	28	0	"15,17"	11	"8,12"	"10,15"	"22,23"	E	9.3	"10,11"	"14,16"
																			
Hs 742.Sk	Hs 742.Sk	ATCC:CRL-7481	X	"10,12"	"9,12"	"11,12"	0	0	0	0	0	12	"8,9"	0	0	0	"6,9.3"	8	"17,19"
																			
BxPC-3	BxPC-3	GNE:130899	X	13	11	"9,11"	12	0	29	0	"14,16"	11	"10,13"	13	"20,21"	E	9	8	"14,18"
																			
UCSD-242l	UCSD-242l	GNE:586292	X	11	"8,10"	"9,12,13"	"14,16"	0	"28,31.2"	0	"16,17"	12	8	"10,12"	"20,21,23"	E	9	"8,9"	"17,19"
																			
143B	143.98.2	GNE:584976	X	12	12	"10,13"	17	0	"31.2,32.2"	0	15	13	"11,12"	"11,14"	24	E	6	11	18
																			
KMRM-A1	0	0	X	"11,12"	"10,13"	"9,13"	0	0	0	0	0	"10,11"	8	0	0	0	"6,9"	8	"16,17"
																			
NCI-H1514	NCI-H1514	ATCC:CRL-5873	"X,Y"	10	12	11	0	0	0	0	0	11	"9,12"	0	0	0	"7,9.3"	"8,11"	"17,21,22"
																			
RERF-LC-OK	RERF-LC-OK	GNE:131997	X	"12,15"	11	"12,13"	15	0	29	0	"15,16"	"11,12"	"9,11"	"13,14"	20	E	"9,9.3"	"8,11"	17
																			
CCD-1105KidTr	0	ATCC:CRL-2305	"X,Y"	"9,11"	"11,12"	"9,12"	0	0	0	0	0	"10,11"	9	0	0	0	9.3	"8,9"	"14,17"
																			
UACC-257	UACC-257	GNE:586304	X	"11,13"	"8,13"	"9,11"	15	"12,15"	"30,31.2"	"17,25"	17	"12,13"	"11,12"	"13,15"	22	E	8	"9,12"	"16,17"
																			
Hs 821.Sk	Hs 821.Sk	ATCC:CRL-7553	X	"12,13"	"9,11"	"10,12"	0	0	0	0	0	"12,13"	"10,12"	0	0	0	"7,9.3"	"8,11"	"14,15"
																			
NCI-H2596	NCI-H2596	GNE:586733	"X,Y"	11	"11,13"	12	14	0	"29,33.2"	0	16	12	"9,11"	"13,16"	20	E	6	8	"15,16"
																			
NCI-H2087	NCI-H2087	ATCC:CRL-5922	X	12	12	"9,11"	0	0	0	0	0	11	"8,10"	0	0	0	"7,9"	11	17
																			
IA-5	IA-5	RCB:0548	X	10	8	10	0	0	0	0	0	"10,11"	"8,12"	0	0	0	9	8	"18,19"
																			
Hs 46	Hs 46.Fs	ATCC:CRL-7026	"X,Y"	"10,11"	"9,12"	"9,11"	0	0	0	0	0	"12,13"	"8,9"	0	0	0	8	"8,11"	"17,20"
																			
T3M-10	T3M-10	RCB:1020	"X,Y"	"11,12"	11	"9,10"	0	0	0	0	0	11	"11,14"	0	0	0	"6,9"	8	"16,18"
																			
OCI-AML2	OCI-AML2	GNE:586284	"X,Y"	"10,12"	"11,12"	"12,13"	14	0	29	0	16	12	12	"12,15"	"19,24"	E	"6,9.3"	11	"14,17"
																			
Hs 755 (B) .T	Hs 755(B).T	ATCC:CRL-7489	X	"10,11"	"8,11"	"9,11"	0	0	0	0	0	12	11	0	0	0	"7,8"	"8,11"	"16,17"
																			
IA-LM	IA-LM	RCB:0554	X	10	8	"10,11"	0	0	0	0	0	"10,11"	"8,12"	0	0	0	9	8	"18,19"
																			
NCI-H2380	NCI-H2380	ATCC:CRL-5986	X	"10,11"	8	11	0	0	0	0	0	"13,15"	9	0	0	0	8	8	"14,17"
																			
PCM6	PCM6	RCB:1460	X	12	"11,12"	9	0	0	0	0	0	10	"11,12"	0	0	0	"7,9"	"10,11"	"16,18"
																			
MD	MD	ATCC:CRL-9850	"X,Y"	"10,12"	12	"11,15"	0	0	0	0	0	"11,13"	"10,11"	0	0	0	8	"8,11"	"16,17"
																			
NCC-RbC-57	NCC-RbC-57	JCRB:1190	X	"9,11"	8	"11,12"	0	0	0	0	0	"10,12"	12	0	0	0	"7,9"	"8,10"	"18,19"
																			
CTB-1	CTB-1	RCB:1316	X	12	"8,9"	"11,12"	0	0	0	0	0	"11,13"	11	0	0	0	9	"8,11"	"16,17"
																			
HGF-1	HGF-1	ATCC:CRL-2014	"X,Y"	11	"8,12"	"11,13"	0	0	0	0	0	12	10	0	0	0	"6,7"	"8,11"	"17,18"
																			
Z-138	Z-138	GNE:586743	"X,Y"	"10,11"	"9,12"	11	"14,18"	0	"30,32.2"	0	16	"11,13"	8	"8,13"	"20,22"	E	6	8	"15,18"
																			
HCC1143 BL	HCC1143 BL	ATCC:CRL-2362	X	"10,11"	"12,13"	"11,13"	0	0	0	0	0	11	"10,12"	0	0	0	9.3	"10,12"	"16,20"
																			
Or De	Or De	ATCC:CRL-1366	X	10	"11,12"	"9,12"	0	0	0	0	0	"11,12"	10	0	0	0	"6,7"	8	"14,17"
																			
HCC149	HCC149	GNE:587067	X	"11,12"	12	12	"17,18"	15.2	"29,31.2"	"19,23"	17	"11,13"	10	"13,14"	"21,23"	E	7	6	17
																			
CCD-1122Sk	CCD-1122Sk	ATCC:CRL-2513	X	"12,14"	"9,12"	"9,12"	0	0	0	0	0	11	"10,12"	0	0	0	7	8	"17,20"
																			
MCC13	0	0	X	12	12	"9,11"	"16,17"	15	"30,31"	"19,20"	"16,18"	"9,12"	10	"13,14"	"19,20"	0	"7,9.3"	8	17
																			
PCI:SG231	0	ATCC:CRL-2126	X	10	"9,10"	14	0	0	0	0	0	12	11	0	0	0	"8,9"	"8,11"	16
																			
RH-18	RH-18	DSM:ACC-491	X	10	12	"9,12"	0	0	0	0	0	12	"8,10"	0	0	0	7	"8,9"	"15,17"
																			
HUH-6 Clone 5	HuH-6	JCRB:0401	"X,Y"	"10,12"	"8,12"	"10,11"	0	0	0	0	0	"8,11"	"11,12"	0	0	0	"7,8"	8	"14,17"
																			
NCI-H128	NCI-H128	ATCC:CCL-258	X	10	12	13	0	0	0	0	0	9	"8,10"	0	0	0	"6,9"	8	17
																			
JURKAT	Jurkat	DSM:ACC-282	"X,Y"	"10,11"	"8,11"	11	0	0	0	0	0	9	"8,10,11"	0	0	0	"6,9.3"	"8,10"	"18,19,17"
																			
KASUMI-3	Kasumi-3	DSM:ACC-714	"X,Y"	11	"11,12"	11	0	0	0	0	0	12	"10,11"	0	0	0	"6,9"	8	"16,18"
																			
Mino	0	ATCC:CRL-3000	"X,Y"	"9,11"	12	"11,12"	0	0	0	0	0	"11,12"	"10,11"	0	0	0	9.3	"8,11"	"14,17"
																			
CCD-1120SK	CCD-1120Sk	ATCC:CRL-2510	X	11	"11,13"	"10,13"	0	0	0	0	0	"11,12"	"10,12"	0	0	0	"6,9"	8	"17,19"
																			
GAMG	GAMG	DSM:ACC-242	X	10	11	"11,13"	0	0	0	0	0	"10,11"	"9,10"	0	0	0	"6,9.3"	8	"14,19"
																			
PK-59	PK-59	GNE:586557	X	10	"10,12"	"11,12"	13	0	"30,31"	0	18	11	8	11	19	E	"8,9"	"8,11"	18
																			
SK-N-DZ	SK-N-DZ	GNE:586332	X	12	"8,11"	"9,11"	"15,17"	0	"29,31"	0	17	12	"12,13"	"12,13"	"18,22"	E	"6,9"	8	"16,18"
																			
VMRC-RCZ	VMRC-RCZ	JCRB:0827	X	"10,12"	13	11	0	0	0	0	0	"11,12"	"10,11"	0	0	0	9.3	8	16
																			
KOIA-LCL	KOIA-LCL	RCB:1874	"X,Y"	12	"9,11"	"11,13"	0	0	0	0	0	"8,11"	11	0	0	0	"6,9"	"8,9"	"17,18"
																			
COLO 792	COLO 792	GNE:586610	"X,Y"	11	"11,12"	12	"13,17"	0	"28,32.2"	0	16	"10,12"	"10,11"	"13,16"	"18,21"	E	"6,9"	"8,11"	"16,17"
																			
NCU-F6	NCU-F6	RCB:0393	"X,Y"	"11,12"	"10,12"	"9,11"	0	0	0	0	0	"10,12"	"8,11"	0	0	0	"6,9"	"8,11"	"14,17"
																			
NTI-4	NTI-4	JCRB:0220	X	"10,11"	8	"9,12"	0	0	0	0	0	"10,12"	"9,10"	0	0	0	"7,8"	8	"16,19"
																			
HE50	HE50	RCB:2266	"X,Y"	"10,11"	"10,12"	11	0	0	0	0	0	"11,12"	"8,9"	0	0	0	9	"8,9"	17
																			
Hs 319.T	Hs 319.T	ATCC:CRL-7236	X	"9,10"	"11,12"	"11,13"	0	0	0	0	0	"11,13"	"10,11"	0	0	0	"8,9"	"8,12"	"15,16"
																			
HE38	HE38	RCB:2257	"X,Y"	"7,12"	"11,13"	"11,12"	0	0	0	0	0	"9,10"	"11,12"	0	0	0	9	8	"17,18"
																			
MX-1	MX-1	GNE:130738	X	11	11	12	"12,16"	0	"29,32"	0	15	12	11	11	20	E	"7,9"	8	17
																			
WPE1-NA22	RWPE-1	ATCC:CRL-2849	X	13	14	"9,11"	0	0	0	0	0	"12,15"	"10,11"	0	0	0	"8,9.3"	"8,11"	18
																			
T3M-4	T3M-4	RCB:1021	X	10	"10,13"	"11,12"	0	0	0	0	0	11	12	0	0	0	9.3	"11,12"	"18,19,21"
																			
HIAE-38	HIAE-101	ATCC:CRL-2599	"X,Y"	"11,12"	"9,12"	12	0	0	0	0	0	11	"8,11"	0	0	0	9.3	8	"14,19"
																			
LUDLU-1	LUDLU-1	GNE:586437	X	11	12	"13,14"	18	0	28	0	"16,18"	12	"10,12"	"8,15"	25	E	6	"8,11"	"17,19"
																			
NCO2	0	JCRB:IFO50525	X	13	11	11	0	0	0	0	0	12	13	0	0	0	6	11	18
																			
NCI-H290	NCI-H290	GNE:586688	"X,Y"	10	"11,12"	"9,12"	"14,15"	"13,15"	"28,31.2"	"17,19"	18	"11,12"	"10,12"	"10,14"	"21,22"	E	"6,9.3"	11	"14,17"
																			
HCC1954 BL	HCC1954 BL	ATCC:CRL-2339	X	"10,11"	"8,9"	"9,11"	0	0	0	0	0	"11,12"	"10,11"	0	0	0	"6,7"	"8,9"	"18,19"
																			
Hs 688(A).T	Hs 688(A).T	ATCC:CRL-7425	"X,Y"	"10,12"	"12,13"	"9,13"	0	0	0	0	0	"8,11"	"10,11"	0	0	0	"7,9"	"8,11"	"15,18"
																			
Hs 704.Sk	Hs 704.Sk	ATCC:CRL-7443	X	"10,12"	"11,12"	"11,12"	0	0	0	0	0	"11,12"	"8,10"	0	0	0	9.3	"8,9"	16
																			
HCC122	HCC122	GNE:586412	X	11	8	9	"12,18"	0	31	0	14	8	"10,12"	"14,16"	"21,27"	E	7	"7,11"	15
																			
CCD-1140Sk	CCD-1140Sk	ATCC:CRL-2714	"X,Y"	11	12	"12,13"	0	0	0	0	0	"11,12"	9	0	0	0	9.3	"8,11"	"15,18"
																			
NCI-H196	NCI-H196	GNE:586019	"X,Y"	10	9	11	"17,19"	0	0	0	15	12	"10,11"	"13,15"	"22,23"	E	6	11	19
																			
Hs 235.Sk	Hs 235.Sk	ATCC:CRL-7201	X	"11,14"	"11,13"	"10,12"	0	0	0	0	0	"11,12"	"10,13"	0	0	0	"6,7"	"9,11"	"14,16"
																			
Hs 746T	Hs 746T	GNE:587042	"X,Y"	"10,12"	10	11	"15,16"	14	29	23	"14,15"	"11,13"	8	"13,14"	25	E	9	"8,10"	17
																			
T3M-11	T3M-11	RCB:1022	"X,Y"	"10,11"	"9,12"	"10,13"	0	0	0	0	0	"10,13"	"8,12"	0	0	0	"6,7"	"8,9"	18
																			
MM473	0	0	"X,Y"	"11,12"	"8,12"	"11,12"	"12,14"	"12,14"	"30.2,32.2"	17	"14,15"	12	"9,11"	"13,15"	"22,23"	0	"9,9.3"	8	"16,17"
																			
Gap Per	Gap Per	ATCC:CRL-1335	X	"10,11"	"11,12"	"10,12"	0	0	0	0	0	"11,13"	"10,11"	0	0	0	6	"8,10"	"16,20"
																			
UPCI-SCC-072	0	DSM:ACC-667	X	11	11	"11,12"	0	0	0	0	0	14	"11,12"	0	0	0	6	8	15
																			
CCD-16Lu	CCD-16Lu	ATCC:CCL-204	"X,Y"	"10,12"	"10,12"	13	0	0	0	0	0	"11,13"	"7,11"	0	0	0	9	"10,11"	"18,20"
																			
PL509	0	JCRB:1197	"X,Y"	"10,12"	"9,11"	"11,12"	0	0	0	0	0	"9,10"	"11,12"	0	0	0	6	8	"14,17"
																			
DOGKIT	DOGKIT	DSM:ACC-629	"X,Y"	"10,12"	"9,12"	"11,13"	0	0	0	0	0	11	"9,11"	0	0	0	"6,9"	8	"14,16"
																			
sNF96.2	0	ATCC:CRL-2884	X	12	10	11	0	0	0	0	0	11	"10,11"	0	0	0	6	11	"17,19"
																			
NCI-H748	NCI-H748	ATCC:CRL-5841	X	11	11	12	0	0	0	0	0	10	"10,11"	0	0	0	"7,9"	"10,12"	"17,19"
																			
Hs 184.Sk	Hs 184.Sk	ATCC:CRL-7133	"X,Y"	11	11	"11,12"	0	0	0	0	0	"11,13"	"9,11"	0	0	0	"9,9.3"	12	"15,16"
																			
HCEC-12	HCEC-12	DSM:ACC-646	X	"12,13"	"8,11"	"11,14"	0	0	0	0	0	"11,12"	"10,11"	0	0	0	"9,9.3"	8	"14,17"
																			
RPMI-7951	RPMI-7951	GNE:131317	X	12	"11,12"	"11,12"	"17,18"	0	"28,31.2"	0	"16,18"	11	"11,12"	"12,13"	27	E	"9,9.3"	8	"17,19"
																			
LN-229	LN-229	GNE:132767	X	12	"10,11"	12	"13,15"	0	"29,30"	0	"16,17"	11	11	"13,14"	23	E	9.3	8	"16,19"
																			
